ConstrIndex	ExIndex	Place	PhraseGen	WordDep	Form	Role	Rank	Sem	Rea	ConstrExId	ItemExIndex	KeyLexemes
5607	51889	1	Григорий	Григорий	Snom	каузатор	Субъект	лицо	стандартный	40199	109549	опаздывать,опоздать
5607	51889	2	N/A	Опоздал	опоздать	-	Предикат	-		40199	109550	опаздывать,опоздать
5607	51889	3	со своим приездом	со / приездом	с + Sins	содержание действия	Периферия	абстрактный	стандартный	40199	109551	опаздывать,опоздать
5607	51900	1	она	она	SPROnom	тема	Несобственный	лицо	сочинение	40220	109567	опаздывать,опоздать
5607	51900	2	N/A	опоздала	опоздать	-	Предикат	-	-	40220	109568	опаздывать,опоздать
5607	51900	3	с выходом	с выходом	с + Sins	содержание действия	Периферия	абстрактный	стандартный	40220	109569	опаздывать,опоздать
5607	102869	1	проповедника	проповедника	Sgen	каузатор	Контролер согласования	лицо	активное причастие	40482	109801	опаздывать,опоздать
5607	102869	2	N/A	опоздавшего	опоздать	-	Атрибут	-		40482	109802	опаздывать,опоздать
5607	102869	3	с проповедью	с проповедью	с + Sins	содержание действия	Периферия	абстрактный	стандартный	40482	109803	опаздывать,опоздать
5608	51861	0			-	каузатор	Не выражен		императив	8506	10033392	опаздывать,опоздать
5608	51861	0	N/A	опоздайте	опоздать	-	Предикат	-		8506	10033393	опаздывать,опоздать
5608	51861	0	понять, что вы не музыкант	понять	Vinf	содержание действия	Периферия	пропозиция	стандартный	8506	10033394	опаздывать,опоздать
5608	102932	1	я	я	SPROnom	каузатор	Субъект	лицо	стандартный	40349	109367	опаздывать,опоздать
5608	102932	2	N/A	опоздал	опоздать	-	Предикат	-		40349	109368	опаздывать,опоздать
5608	102932	3	родиться	родиться	Vinf	содержание действия	Периферия	-	стандартный	40349	109369	опаздывать,опоздать
5608	102904	1	Мы	Мы	SPROnom	каузатор	Субъект	лицо	стандартный	40508	109866	опаздывать,опоздать
5608	102904	2	N/A	опоздали	опоздать	-	Предикат	-		40508	109867	опаздывать,опоздать
5608	102904	3	зайти в этот дом , которого наружность вовсе непривлекательна	зайти	Vinf	содержание действия	Периферия	-	стандартный	40508	109868	опаздывать,опоздать
16341	51915	1	мы	мы	SPROnom	субъект перемещения	Субъект	лицо / транспортное средство	стандартный	40411	109608	опаздывать,опоздать
16341	51915	2	N/A	опоздали	опоздать	-	Предикат	-		40411	109609	опаздывать,опоздать
16341	51915	3	На чемпионат Европы в югославский Марибор	в / Марибор	в + Sacc	конечная точка	Периферия	место	стандартный	40411	109610	опаздывать,опоздать
16341	51915	4	из Америки	из Америки	из + Sgen	начальная точка	Периферия	место	стандартный	40411	109611	опаздывать,опоздать
16341	51915	5	на пару дней	на пару дней	на + Sacc	срок	Периферия	время	стандартный	40411	109612	опаздывать,опоздать
16342	51930	1	я	я	SPROnom	субъект перемещения	Несобственный	лицо / транспортное средство	сочинение	40416	109636	опаздывать,опоздать
16342	51930	2	N/A	опаздывала	опаздывать	-	Предикат	-		40416	109637	опаздывать,опоздать
16342	51930	3	на 5 минут	на 5 минут	на + Sacc	срок	Периферия	время	стандартный	40416	109638	опаздывать,опоздать
16342	51930	4	на одни	на одни	на +ANUMacc	цель	Периферия	-	стандартный	40416	109639	опаздывать,опоздать
16345	102880	1	все	все	SPROnom	субъект перемещения	Субъект	лицо / транспортное средство	стандартный	40541	109964	опаздывать,опоздать
16345	102880	2	N/A	опоздали	опоздать	-	Предикат	-		40541	109965	опаздывать,опоздать
16345	102880	3	к началу санаторного срока	к началу	к + Sdat	цель	Периферия	-	стандартный	40541	109966	опаздывать,опоздать
16345	102880	4	на сутки	на сутки	на + Sacc	срок	Периферия	время	стандартный	40541	109967	опаздывать,опоздать
16348	102893	1	я	я	SPROnom	каузатор	Субъект	лицо	стандартный	40544	109973	опаздывать,опоздать
16348	102893	2	N/A	опоздала	опоздать	-	Предикат	-		40544	109974	опаздывать,опоздать
16348	102893	3	чтобы начинать заниматься на рояле	чтобы начинать	чтобы + Vinf	содержание действия	Клауза	пропозиция	стандартный	40544	109975	опаздывать,опоздать
16348	102893	4	по возрасту	по возрасту	по + Sdat	признак	Периферия	-	стандартный	40544	109976	опаздывать,опоздать
16349	102822	1	публикация итогов голосования	публикация	Snom	содержание действия	Субъект	-	стандартный	40545	109985	опаздывать,опоздать
16349	102822	2	N/A	опоздает	опоздать	-	Предикат	-		40545	109986	опаздывать,опоздать
5585	115828	1	банки	банки	Snom	субъект психологического состояния 	Несобственный	организация	деепричастие	16641	48496	опасаться
5585	115828	2	N/A	опасаясь	опасаться	-	Предикат	-		16641	48497	опасаться
5585	115828	3	дальнейших интервенций	интервенций	Sgen	причина	Периферия	-	стандартный	16641	48498	опасаться
5585	115829	1	Традиционные линнеисты	линнеисты	Snom	субъект психологического состояния 	Субъект	лицо	стандартный	16652	48505	опасаться
5585	115829	2	N/A	опасаются	опасаться	-	Предикат	-		16652	48506	опасаться
5585	115829	3	того , что новая система внесёт в мир растений ещё больший беспорядок	того	того + что + CL	причина	Клауза	-	стандартный	16652	48507	опасаться
5585	115830	1	им	им	SPROdat	субъект психологического состояния 	Несобственный	лицо	контроль	16653	48509	опасаться
5585	115830	2	N/A	опасаться	опасаться	-	Предикат	-	-	16653	48510	опасаться
5585	115830	3	чего	чего	SPROgen	причина	Периферия	-	стандартный	16653	48511	опасаться
5585	115835	1	которые	которые	APROnom	субъект психологического состояния 	Субъект	лицо	стандартный	16658	48524	опасаться
5585	115835	2	N/A	опасаются	опасаться	-	Предикат	-		16658	48525	опасаться
5585	115835	3	захвата	захвата	Sgen	причина	Периферия	-	стандартный	16658	48526	опасаться
5585	115839	1	Они	Они	SPROnom	субъект психологического состояния 	Несобственный	лицо	деепричастие	16661	48533	опасаться
5585	115839	2	N/A	опасаясь	опасаться	-	Предикат	-		16661	48534	опасаться
5585	115839	3	солнечного удара	удара	Sgen	причина	Периферия	-	стандартный	16661	48535	опасаться
5585	115841	1	Великий-Салазкин	Великий-Салазкин	Snom	субъект психологического состояния 	Субъект	лицо	стандартный	16663	48539	опасаться
5585	115841	2	N/A	опасался	опасаться	-	Предикат	-		16663	48540	опасаться
5585	115841	3	таких	таких	APROgen	причина	Периферия	-	стандартный	16663	48541	опасаться
5585	115842	1			-	субъект психологического состояния	Не выражен		контроль имплицитный	16664	91389	опасаться
5585	115842	2	N/A	опасаться	опасаться	-	Предикат	-	-	16664	91390	опасаться
5585	115842	3	Патрульных	Патрульных	Sgen	причина	Периферия	-	стандартный	16664	91391	опасаться
5585	115843	1	мы	мы	SPROnom	субъект психологического состояния 	Субъект	лицо	стандартный	16665	48545	опасаться
5585	115843	2	N/A	опасалась	опасаться	-	Предикат	-		16665	48546	опасаться
5585	115843	3	чего	чего	SPROgen	причина	Периферия	-	стандартный	16665	48547	опасаться
5585	115844	1	я	я	SPROnom	субъект психологического состояния	Несобственный	лицо	сочинение	16666	48548	опасаться
5585	115844	2	N/A	опасался	опасаться	-	Предикат	-		16666	48549	опасаться
5585	115844	3	которого	которого	APROgen	причина	Периферия	-	стандартный	16666	48550	опасаться
5585	115846	1			-	субъект психологического состояния	Не выражен		контроль имплицитный	16669	91392	опасаться
5585	115846	2	N/A	опасаться	опасаться	-	Предикат	-		16669	91393	опасаться
5585	115846	3	визита на кухню	визита	Sgen	причина	Периферия	-	стандартный	16669	91394	опасаться
5586	115826	1			-	субъект психологического состояния	Не выражен		неопределенно-личная конструкция	16637	91395	опасаться
5586	115826	2	N/A	опасались	опасаться	-	Предикат	-		16637	91396	опасаться
5586	115826	3	светиться там , где витает дух опального Березовского	светиться	Vinf	причина	Периферия	-	стандартный	16637	91397	опасаться
5586	115831	1	перепуганные водители	водители	Snom	субъект психологического состояния 	Субъект	лицо	стандартный	16654	48512	опасаться
5586	115831	2	N/A	опасались	опасаться	-	Предикат	-		16654	48513	опасаться
5586	115831	3	перечить	перечить	Vinf	причина	Периферия	-	стандартный	16654	48514	опасаться
5586	115833	1	Г. Явлинский	Явлинский	Snom	субъект психологического состояния 	Несобственный	лицо	деепричастие	16656	48518	опасаться
5586	115833	2	N/A	опасаясь	опасаться	-	Предикат	-		16656	48519	опасаться
5586	115833	3	впасть в зависимость от" ЮКОСа"	впасть	Vinf	причина	Периферия	-	стандартный	16656	48520	опасаться
5588	115827	1	которые	которые	APROnom	субъект психологического состояния 	Субъект	лицо	стандартный	16651	48502	опасаться
5588	115827	2	N/A	опасались	опасаться	-	Предикат	-		16651	48503	опасаться
5588	115827	3	что выручка от таких сделок может быть направлена на инвестиции в проекты с низкой нормой прибыли	что / может	что + CL	причина	Клауза	пропозиция	стандартный	16651	48504	опасаться
5588	115832	1	продавцы	продавцы	Snom	субъект психологического состояния	Несобственный	лицо	деепричастие	16655	48515	опасаться
5588	115832	2	N/A	опасаясь	опасаться	-	Предикат	-		16655	48516	опасаться
5588	115832	3	что от перелистывания экземпляр потеряет товарный вид и его никто не купит	что / потеряет	что + CL	причина	Клауза	пропозиция	стандартный	16655	48517	опасаться
5588	115834	1	Руководители небольших предприятий области	Руководители	Snom	субъект психологического состояния 	Субъект	лицо	стандартный	16657	48521	опасаться
5588	115834	2	N/A	опасаются	опасаться	-	Предикат	-		16657	48522	опасаться
5588	115834	3	что подобная централизация властных полномочий в первую очередь негативно скажется на малом и среднем бизнесе	что / скажется	что + CL	причина	Клауза	пропозиция	стандартный	16657	48523	опасаться
5588	115836	1	судьи	судьи	Snom	субъект психологического состояния 	Субъект	лицо	стандартный	16659	48527	опасаться
5588	115836	2	N/A	опасаются	опасаться	-	Предикат	-		16659	48528	опасаться
5588	115836	3	что будет у нас в присяжных какой-нибудь олигарх	что будет	что + CL	причина	Клауза	пропозиция	стандартный	16659	48529	опасаться
5588	115837	1	Глава Пенсионного фонда Михаил Зурабов	Глава	Snom	субъект психологического состояния 	Субъект	лицо	стандартный	16660	48530	опасаться
5588	115837	2	N/A	опасается	опасаться	-	Предикат	-		16660	48531	опасаться
5588	115837	3	что некуда вкладывать эти деньги	что некуда	что + CL	причина	Клауза	пропозиция	стандартный	16660	48532	опасаться
5588	115845	1	Лифтёр	Лифтёр	Snom	субъект психологического состояния 	Несобственный	лицо	деепричастие	16667	48551	опасаться
5588	115845	2	N/A	опасаясь	опасаться	-	Предикат	-		16667	48552	опасаться
5588	115845	3	что Глебов юркнёт в лифт и уедет без разрешения	что / юркнёт	что + CL	причина	Клауза	пропозиция	стандартный	16667	48553	опасаться
5589	115840	1			-	субъект психологического состояния	Не выражен	-	неопределенно-личная конструкция	16662	48536	опасаться
5589	115840	2	N/A	Опасались	опасаться	-	Предикат	-		16662	48537	опасаться
5589	115840	3	как бы вилка не разрушила дисциплину и не сделала суровых моряков неженками	как бы / разрушила	как + бы + CL	причина	Клауза	-	стандартный	16662	48538	опасаться
5590	115933	1	сама наподобие клюшки согнутая , быстро старящаяся , чёрная , как головешка / Виталия Гордеевна	Виталия	Snom	агенс	Несобственный	лицо	деепричастие	16355	47923	опереться,опираться
5590	115933	2	N/A	опираясь	опираться	-	Предикат	-		16355	47924	опереться,опираться
5590	115933	3	на клюшку	на клюшку	на + Sacc	опора	Периферия	-	стандартный	16355	47925	опереться,опираться
5590	115931	1	моя правая рука	рука	Snom	агенс	Субъект	часть тела	стандартный	16358	47934	опереться,опираться
5590	115931	2	N/A	опирается	опираться	-	Предикат	-		16358	47935	опереться,опираться
5590	115931	3	на зажатый в ней обломок кирпича	на / обломок	на + Sacc	опора	Периферия	-	стандартный	16358	47936	опереться,опираться
5590	115930	1	Он	Он	SPROnom	агенс	Несобственный	лицо	деепричастие	16359	47937	опереться,опираться
5590	115930	2	N/A	опираясь	опираться	-	Предикат	-		16359	47938	опереться,опираться
5590	115930	3	на костыли	на костыли	на + Sacc	опора	Периферия	-	стандартный	16359	47939	опереться,опираться
5590	115928	1	старая ворона	ворона	Snom	агенс	Несобственный	животное	деепричастие	16361	47944	опереться,опираться
5590	115928	2	N/A	опираясь	опираться	-	Предикат	-		16361	47945	опереться,опираться
5590	115928	3	на крылья, как на костыли	на крылья	на + Sacc	опора	Периферия	-	стандартный	16361	47946	опереться,опираться
5592	115932	1	он	он	SPROnom	агенс	Субъект	лицо	стандартный	16356	47930	опереться,опираться
5592	115932	2	N/A	опирался	опираться	-	Предикат	-		16356	47931	опереться,опираться
5592	115932	3	на которую	на которую	на + APROacc	опора	Периферия	-	стандартный	16356	47932	опереться,опираться
5592	115932	4	щекой	щекой	Sins	квазиинструмент	Периферия	часть тела	стандартный	16356	47933	опереться,опираться
5592	115929	1	Они	Они	SPROnom	агенс	Несобственный	лицо	деепричастие	16360	47940	опереться,опираться
5592	115929	2	N/A	опираясь	опираться	-	Предикат	-		16360	47941	опереться,опираться
5592	115929	3	на плетень	на плетень	на + Sacc	опора	Периферия	-	стандартный	16360	47942	опереться,опираться
5592	115929	4	передними	передними	Ains	квазиинструмент	Периферия	часть тела	стандартный	16360	47943	опереться,опираться
5593	115914	1	мы	мы	SPROnom	агенс	Несобственный	лицо	сочинение	16349	47908	опереться,опираться
5593	115914	2	N/A	опираемся	опираться	-	Предикат	-		16349	47909	опереться,опираться
5593	115914	3	на него	на него	на + SPROacc	контрагент	Периферия	абстрактный	стандартный	16349	47910	опереться,опираться
5593	115925	1	которые	которые	APROnom	агенс	Субъект	лицо	стандартный	16350	47953	опереться,опираться
5593	115925	2	N/A	опираются	опираться	-	Предикат	-		16350	47954	опереться,опираться
5593	115925	3	на проигравших	на проигравших	на + Sacc	контрагент	Периферия	-	стандартный	16350	47955	опереться,опираться
5593	115915	1	которые	которые	APROnom	агенс	Субъект	лицо	стандартный	16351	47911	опереться,опираться
5593	115915	2	N/A	опираются	опираться	-	Предикат	-		16351	47912	опереться,опираться
5593	115915	3	на данную технологию	на / технологию	на + Sacc	контрагент	Периферия	-	стандартный	16351	47913	опереться,опираться
5593	115916	1	Внедрение ITSM	Внедрение	Snom	агенс	Субъект	абстрактный	стандартный	16352	47914	опереться,опираться
5593	115916	2	N/A	опирается	опираться	-	Предикат	-		16352	47915	опереться,опираться
5593	115916	3	на рекомендации по построению процессной структуры работы ИТ-департамента , сформулированные в библиотеке ITIL	на рекомендации	на + Sacc	контрагент	Периферия	-	стандартный	16352	47916	опереться,опираться
5593	115917	1	наша линия на политическое урегулирование в Чечне	линия	Snom	агенс	Контролер согласования	абстрактный	активное причастие	16353	47917	опереться,опираться
5593	115917	2	N/A	опирающаяся	опираться	-	Атрибут	-		16353	47918	опереться,опираться
5593	115917	3	на поддержку чеченского народа	на поддержку	на + Sacc	контрагент	Периферия	абстрактный	стандартный	16353	47919	опереться,опираться
5593	115918	1	Большинство существующих моделей неточного вывода	моделей	Snom	агенс	Субъект	абстрактный	стандартный	16354	47920	опереться,опираться
5593	115918	2	N/A	опирается	опираться	-	Предикат	-		16354	47921	опереться,опираться
5593	115918	3	на вероятностную концепцию и аксиоматику теории вероятности	на / концепцию	на + Sacc	контрагент	Периферия	-	стандартный	16354	47922	опереться,опираться
5593	115927	1	они	они	SPROnom	агенс	Несобственный	лицо	деепричастие	16362	47947	опереться,опираться
5593	115927	2	N/A	опираясь	опираться	-	Предикат	-		16362	47948	опереться,опираться
5593	115927	3	на все эти факты -- записная книжка, жалобы, невыполнение плана	на / факты	на + Sacc	контрагент	Периферия	-	стандартный	16362	47949	опереться,опираться
5593	115926	1	новая политическая организация	организация	Snom	агенс	Контролер согласования	абстрактный	активное причастие	16363	47950	опереться,опираться
5593	115926	2	N/A	опирающаяся	опираться	-	Атрибут	-		16363	47951	опереться,опираться
5593	115926	3	на широкие слои общества	на / слои	на + Sacc	контрагент	Периферия	-	стандартный	16363	47952	опереться,опираться
5593	115924	1	Илларионов	Илларионов	Snom	агенс	Несобственный	лицо	деепричастие	16364	47956	опереться,опираться
5593	115924	2	N/A	Опираясь	опираться	-	Предикат	-		16364	47957	опереться,опираться
5593	115924	3	на эти данные	на / данные	на + Sacc	контрагент	Периферия	-	стандартный	16364	47958	опереться,опираться
5593	115923	1	ФСНП	ФСНП	Snom	агенс	Субъект	организация	стандартный	16365	47959	опереться,опираться
5593	115923	2	N/A	опирается	опираться	-	Предикат	-		16365	47960	опереться,опираться
5593	115923	3	на закон о налоговой полиции	на закон	на + Sacc	контрагент	Периферия	абстрактный	стандартный	16365	47961	опереться,опираться
5593	115922	1	Президент	Президент	Snom	агенс	Субъект	лицо	стандартный	16366	47962	опереться,опираться
5593	115922	2	N/A	опирается	опираться	-	Предикат	-		16366	47963	опереться,опираться
5593	115922	3	на несколько силовых ведомств : ФСБ, Минобороны, МВД , ФСО	на / ведомств	на + NUMacc	контрагент	Периферия	-	стандартный	16366	47964	опереться,опираться
5593	115919	1	Предложенные подходы	подходы	Snom	агенс	Субъект	абстрактный	стандартный	16367	47965	опереться,опираться
5593	115919	2	N/A	опираются	опираться	-	Предикат	-		16367	47966	опереться,опираться
5593	115919	3	на современные средства САПР , оперирующие описаниями проектов на языке высокого уровня VHDL	на / средства	на + Sacc	контрагент	Периферия	-	стандартный	16367	47967	опереться,опираться
5593	115920	1	разработчик программной системы ( или транслятор)	разработчик	Snom	агенс	Несобственный	лицо	преконтекст	16368	47968	опереться,опираться
5593	115920	2	N/A	опирается	опираться	-	Предикат	-		16368	47969	опереться,опираться
5593	115920	3	на это	на это	на + SPROacc	контрагент	Периферия	-	стандартный	16368	47970	опереться,опираться
5593	115921	1			-	агенс	Не выражен		деепричастие	16369	47971	опереться,опираться
5593	115921	2	N/A	опираясь	опираться	-	Предикат	-		16369	47972	опереться,опираться
5593	115921	3	на опыт конкурентов	на / конкурентов	на + Sacc	контрагент	Периферия	-	стандартный	16369	47973	опереться,опираться
5600	33570	1	N/A	описан	описать	-	Предикат	-		4241	13846	описать
5600	33570	2	он	он	SPROnom	место	Субъект	-	пассивное причастие	4241	13847	описать
5600	33512	1	N/A	описанного	описать	-	Атрибут	-		38788	102677	описать
5600	33512	2	3* 2 28- угольников	3* 2 28- угольников	NUMins	место	Контролер согласования	геометрический объект	пассивное причастие	38788	102678	описать
11591	33564	1	он	он	SPROnom	говорящий	Несобственный	лицо	контроль	4240	13842	описать
11591	33564	2	N/A	описать	описать	-	Предикат	-		4240	13843	описать
11591	33564	3	как же он будет красилем	как / будет	как + CL	содержание высказывания	Клауза	-	стандартный	4240	13844	описать
16421	33556	1					Не выражен		контроль имплицитный	41837	114557	описать
16421	33556	2	N/A	описать	описать	-	Предикат	-		41837	114558	описать
16421	33556	3	Чувства проводников к звёздам	Чувства	Sacc	предмет высказывания	Объект	-	стандартный	41837	114559	описать
16421	33556	4	формулой " любовь- ненависть"	формулой	Sins	способ	Периферия	-	стандартный	41837	114560	описать
5595	33490	1			-	говорящий	Не выражен		преконтекст	3810	12282	описать,описывать
5595	33490	2	N/A	описал	описать	-	Предикат	-		3810	12283	описать,описывать
5595	33490	3	результаты осмотра какой-то удавленницы	результаты	Sacc	предмет высказывания	Объект	-	стандартный	3810	12284	описать,описывать
5595	33492	1			-	говорящий	Не выражен		пассивное причастие	3813	12289	описать,описывать
5595	33492	2	N/A	описанной	описать	-	Атрибут	-		3813	12290	описать,описывать
5595	33492	3	схеме " компарирования"	схеме	Sdat	предмет высказывания	Контролер согласования	-	пассивное причастие	3813	12291	описать,описывать
5595	33494	1	кто	кто	SPROnom	говорящий	Субъект	лицо	стандартный	3815	12299	описать,описывать
5595	33494	2	N/A	опишет	описать	-	Предикат	-		3815	12300	описать,описывать
5595	33494	3	отчаяние этого движения / эти ночные исповеди под железный стук колёс и скрип вагонов / покорность / доверчивость / это погружение	отчаяние	Sacc	предмет высказывания	Объект	-	стандартный	3815	12301	описать,описывать
5595	33495	1	Я	Я	SPROnom	говорящий	Несобственный	лицо	контроль	3816	12302	описать,описывать
5595	33495	2	N/A	описать	описать	-	Предикат	-		3816	12303	описать,описывать
5595	33495	3	Сидней	Сидней	Sacc	предмет высказывания	Объект	-	стандартный	3816	12304	описать,описывать
5595	33497	1			-	говорящий	Не выражен		говорящие	3818	12309	описать,описывать
5595	33497	2	N/A	опишете	описать	-	Предикат	-		3818	12310	описать,описывать
5595	33497	3	какую-нибудь ситуацию	ситуацию	Sacc	предмет высказывания	Объект	-	стандартный	3818	12311	описать,описывать
5595	33500	1			-	говорящий	Не выражен		контроль	3821	12320	описать,описывать
5595	33500	2	N/A	описать	описать	-	Предикат	-		3821	12321	описать,описывать
5595	33500	3	всё это	это	SPROacc	предмет высказывания	Объект	-	стандартный	3821	12322	описать,описывать
5595	33503	1			-	говорящий	Не выражен		императив	3824	12330	описать,описывать
5595	33503	2	N/A	Опишите	описать	-	Предикат	-		3824	12331	описать,описывать
5595	33503	3	каждый из трех процессов	каждый	SPROacc	предмет высказывания	Объект	-	стандартный	3824	12332	описать,описывать
5595	33504	1			-	говорящий	Не выражен		контроль	3825	12333	описать,описывать
5595	33504	2	N/A	описаны	описать	-	Предикат	-		3825	12334	описать,описывать
5595	33504	3	которые	которые	APROacc	предмет высказывания	Объект	-	стандартный	3825	12335	описать,описывать
5595	33505	1	Кин	Кин	Snom	говорящий	Субъект	лицо	стандартный	3826	12336	описать,описывать
5595	33505	2	N/A	описал	описать	-	Предикат	-		3826	12337	описать,описывать
5595	33505	3	случившееся	случившееся	Aacc	предмет высказывания	Объект	-	стандартный	3826	12338	описать,описывать
5595	33506	1			-	говорящий	Не выражен		говорящие	3827	12339	описать,описывать
5595	33506	2	N/A	Опишу	описать	-	Предикат	-		3827	12340	описать,описывать
5595	33506	3	церемонию курения	церемонию	Sacc	предмет высказывания	Объект	-	стандартный	3827	12341	описать,описывать
5595	33507	1			-	говорящий	Не выражен		контроль	3828	12342	описать,описывать
5595	33507	2	N/A	описать	описать	-	Предикат	-		3828	12343	описать,описывать
5595	33507	3	всенародное песенное знание	знание	Sacc	предмет высказывания	Объект	-	стандартный	3828	12344	описать,описывать
5595	33508	1	Я	Я	SPROnom	говорящий	Несобственный	лицо	контроль	3829	12345	описать,описывать
5595	33508	2	N/A	описать	описать	-	Предикат	-		3829	12346	описать,описывать
5595	33508	3	многое	многое	SPROacc	предмет высказывания	Объект	-	стандартный	3829	12347	описать,описывать
5595	33509	1			-	говорящий	Не выражен		пассивное причастие	3830	12348	описать,описывать
5595	33509	2	N/A	описанном	описать	-	Атрибут	-		3830	12349	описать,описывать
5595	33509	3	чистом виде	виде	Sloc	предмет высказывания	Контролер согласования	-	пассивное причастие	3830	12350	описать,описывать
5595	33510	1	Лавров	Лавров	Snom	говорящий	Субъект	лицо	стандартный	3831	114554	описать,описывать
5595	33510	2	N/A	описал	описать	-	Предикат	-		3831	114555	описать,описывать
5595	33510	3	механизм последовательного расширения базового языка до языка , в котором заинтересован пользователь	механизм	Sacc	предмет высказывания	Объект	-	стандартный	3831	114556	описать,описывать
5595	33513	1			-	говорящий	Не выражен		пассивное причастие	3834	12361	описать,описывать
5595	33513	2	N/A	описанный	описать	-	Атрибут	-		3834	12362	описать,описывать
5595	33513	3	метод	метод	Snom	предмет высказывания	Контролер согласования	-	пассивное причастие	3834	12363	описать,описывать
5595	33514	1	вы	вы	SPROnom	говорящий	Субъект	лицо	стандартный	3835	12364	описать,описывать
5595	33514	2	N/A	описали	описать	-	Предикат	-		3835	12365	описать,описывать
5595	33514	3	его	его	SPROacc	предмет высказывания	Объект	-	стандартный	3835	12366	описать,описывать
5595	33517	1			-	говорящий	Не выражен		пассивное причастие	3838	12379	описать,описывать
5595	33517	2	N/A	описанных	описать	-	Атрибут	-		3838	12380	описать,описывать
5595	33517	3	разновидностей граната	разновидностей	Sgen	предмет высказывания	Контролер согласования	-	пассивное причастие	3838	12381	описать,описывать
5595	33518	1			-	говорящий	Не выражен		пассивное причастие	3839	12382	описать,описывать
5595	33518	2	N/A	описаны	описать	-	Предикат	-		3839	12383	описать,описывать
5595	33518	3	которые	которые	APROnom	предмет высказывания	Субъект	-	пассивное причастие	3839	12384	описать,описывать
5595	33519	1			-	говорящий	Не выражен		контроль имплицитный	3840	12385	описать,описывать
5595	33519	2	N/A	описать	описать	-	Предикат	-		3840	12386	описать,описывать
5595	33519	3	как Володя подходил к доске , как задумывался , как брался за голову , как в последний момент он отходил от подкидной доски	как / подходил	как + CL	предмет высказывания	Клауза	-	стандартный	3840	12387	описать,описывать
5595	33521	1	Я	Я	SPROnom	говорящий	Несобственный	лицо	контроль	3842	12392	описать,описывать
5595	33521	2	N/A	описать	описать	-	Предикат	-		3842	12393	описать,описывать
5595	33521	3	их	их	SPROacc	предмет высказывания	Объект	-	стандартный	3842	12394	описать,описывать
5595	33523	1	Андрей Белый	Белый	Snom	говорящий	Субъект	лицо	стандартный	3844	12398	описать,описывать
5595	33523	2	N/A	описал	описать	-	Предикат	-		3844	12399	описать,описывать
5595	33523	3	его	его	SPROacc	предмет высказывания	Объект	-	стандартный	3844	12400	описать,описывать
5595	33525	1	немецким лингвистом Ю . Удольфом	Удольфом	Sins	говорящий	Субъект	лицо	стандартный	3846	12405	описать,описывать
5595	33525	2	N/A	описаны	описать	-	Предикат	-		3846	12406	описать,описывать
5595	33525	3	Они	Они	SPROnom	предмет высказывания	Несобственный	-	пассив	3846	12407	описать,описывать
5595	33526	1	Выдающийся писатель , нобелевский лауреат Исаак Башевис-Зингер	Башевис-Зингер	Snom	говорящий	Контролер согласования	лицо	активное причастие	3847	12408	описать,описывать
5595	33526	2	N/A	описавший	описать	-	Атрибут	-		3847	12409	описать,описывать
5595	33526	3	замкнутую жизнь и безграничные фантазии обитателей еврейского местечка	жизнь	Sacc	предмет высказывания	Объект	-	стандартный	3847	12410	описать,описывать
5595	33527	1	Специалисты" Рексофт "	Специалисты	Snom	говорящий	Субъект	лицо	стандартный	3848	12411	описать,описывать
5595	33527	2	N/A	описали	описать	-	Предикат	-		3848	12412	описать,описывать
5595	33527	3	основные типы и жизненные циклы различных документов	типы	Sacc	предмет высказывания	Объект	-	стандартный	3848	12413	описать,описывать
5595	33529	1			-	говорящий	Не выражен		пассивное причастие	3850	12418	описать,описывать
5595	33529	2	N/A	Описанная	описать	-	Атрибут	-		3850	12419	описать,описывать
5595	33529	3	концепция	концепция	Snom	предмет высказывания	Контролер согласования	-	пассивное причастие	3850	12420	описать,описывать
5595	33530	1	тобой	тобой	SPROins	говорящий	Периферия	лицо	пассивное причастие	3851	12421	описать,описывать
5595	33530	2	N/A	описанных	описать	-	Атрибут	-		3851	12422	описать,описывать
5595	33530	3	всех случаях	случаях	Sins	предмет высказывания	Контролер согласования	-	пассивное причастие	3851	12423	описать,описывать
5595	33533	1	продюсер мюзикла" Норд-Ост " Александр Цекало	Цекало	Snom	говорящий	Субъект	лицо	стандартный	3854	12431	описать,описывать
5595	33533	2	N/A	описал	описать	-	Предикат	-		3854	12432	описать,описывать
5595	33533	3	схему здания и места	схему	Sacc	предмет высказывания	Объект	-	стандартный	3854	12433	описать,описывать
5595	33534	1			-	говорящий	Не выражен		пассивное причастие	3855	12434	описать,описывать
5595	33534	2	N/A	описаны	описать	-	Предикат	-		3855	12435	описать,описывать
5595	33534	3	испытания зенитной ракетной техники	испытания	Snom	предмет высказывания	Субъект	-	пассивное причастие	3855	12436	описать,описывать
5595	33535	1			-	говорящий	Не выражен		пассивное причастие	3856	12437	описать,описывать
5595	33535	2	N/A	описанной	описать	-	Атрибут	-		3856	12438	описать,описывать
5595	33535	3	зональной фильтрационной неоднородности	неоднородности	Sgen	предмет высказывания	Контролер согласования	-	пассивное причастие	3856	12439	описать,описывать
5595	33536	1	Платоном	Платоном	Sins	говорящий	Периферия	лицо	пассивное причастие	3857	12440	описать,описывать
5595	33536	2	N/A	описанное	описать	-	Атрибут	-		3857	12441	описать,описывать
5595	33536	3	состояние поэтической одержимости	состояние	Sacc	предмет высказывания	Контролер согласования	-	пассивное причастие	3857	12442	описать,описывать
